,office,1_x,1_y,1_angle,1_patient,2_x,2_y,2_angle,2_patient,3_x,3_y,3_angle,3_patient,4_x,4_y,4_angle,4_patient,5_x,5_y,5_angle,5_patient,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office17_960_82_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,82.0,b,2026.8616666666667
office18_0_0_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,0.0,off,1645.2533333333333
office18_0_0_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,0.0,off,1516.805
office18_0_0_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,0.0,off,856.73
office18_0_0_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,0.0,off,1779.5183333333334
office18_0_0_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,0.0,off,1647.515
office18_0_164_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,a,1221.055
office18_0_164_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,a,1633.5233333333333
office18_0_164_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,a,1013.6816666666666
office18_0_164_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,a,864.0683333333334
office18_0_164_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,164.0,a,1040.2666666666667
office18_0_164_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,b,1388.4333333333334
office18_0_164_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,b,977.8366666666667
office18_0_164_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,b,1550.635
office18_0_164_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,164.0,b,944.6083333333333
office18_0_164_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,164.0,b,972.6616666666666
office18_0_246_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,a,1544.6683333333333
office18_0_246_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,a,922.725
office18_0_246_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,a,1250.845
office18_0_246_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,a,1007.6083333333333
office18_0_246_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,246.0,a,1602.5716666666667
office18_0_246_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,b,2113.1216666666664
office18_0_246_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,b,616.725
office18_0_246_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,b,1978.1983333333333
office18_0_246_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,246.0,b,774.73
office18_0_246_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,246.0,b,1275.5166666666667
office18_0_82_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,a,1696.9716666666666
office18_0_82_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,a,1046.53
office18_0_82_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,a,1118.1833333333334
office18_0_82_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,a,1386.9833333333333
office18_0_82_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,82.0,a,1150.3166666666666
office18_0_82_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,b,2093.515
office18_0_82_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,b,980.655
office18_0_82_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,b,744.5133333333333
office18_0_82_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,0.0,82.0,b,2114.54
office18_0_82_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,0.0,82.0,b,932.7766666666666
office18_360_0_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,0.0,off,1438.4216666666666
office18_360_0_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,0.0,off,1463.9016666666666
office18_360_0_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,0.0,off,679.6566666666666
office18_360_0_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,0.0,off,1473.09
office18_360_0_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,0.0,off,1217.2533333333333
office18_360_164_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,a,837.19
office18_360_164_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,a,822.4066666666666
office18_360_164_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,a,624.4783333333334
office18_360_164_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,a,1168.7816666666668
office18_360_164_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,164.0,a,1248.9916666666666
office18_360_164_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,b,1131.2416666666666
office18_360_164_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,b,1245.0233333333333
office18_360_164_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,b,901.945
office18_360_164_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,164.0,b,752.53
office18_360_164_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,164.0,b,1530.1066666666666
office18_360_246_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,a,1078.5366666666666
office18_360_246_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,a,1018.3116666666666
office18_360_246_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,a,1025.3633333333332
office18_360_246_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,a,882.645
office18_360_246_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,246.0,a,1149.835
office18_360_246_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,b,784.9883333333333
office18_360_246_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,b,1090.4516666666666
office18_360_246_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,b,763.9316666666666
office18_360_246_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,246.0,b,1460.9066666666668
office18_360_246_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,246.0,b,1560.2366666666667
office18_360_82_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,a,1738.0816666666667
office18_360_82_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,a,1437.1316666666667
office18_360_82_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,a,1041.6266666666668
office18_360_82_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,a,1449.645
office18_360_82_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,82.0,a,1393.5233333333333
office18_360_82_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,b,1279.915
office18_360_82_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,b,842.1033333333334
office18_360_82_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,b,725.525
office18_360_82_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,360.0,82.0,b,929.1366666666667
office18_360_82_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,360.0,82.0,b,1462.96
office18_660_0_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,0.0,off,1270.955
office18_660_0_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,0.0,off,1603.865
office18_660_0_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,0.0,off,1870.23
office18_660_0_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,0.0,off,1257.87
office18_660_0_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,0.0,off,1748.4983333333332
office18_660_164_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,a,1200.31
office18_660_164_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,a,673.3833333333333
office18_660_164_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,a,939.4633333333334
office18_660_164_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,a,1781.9566666666667
office18_660_164_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,164.0,a,1605.065
office18_660_164_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,b,928.8266666666667
office18_660_164_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,b,2035.875
office18_660_164_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,b,710.7483333333333
office18_660_164_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,164.0,b,1695.4066666666668
office18_660_164_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,164.0,b,1216.685
office18_660_246_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,a,1001.86
office18_660_246_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,a,1878.9283333333333
office18_660_246_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,a,1486.08
office18_660_246_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,a,1337.4583333333333
office18_660_246_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,246.0,a,1592.1
office18_660_246_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,b,1244.73
office18_660_246_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,b,1417.475
office18_660_246_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,b,1579.0983333333334
office18_660_246_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,246.0,b,1596.7633333333333
office18_660_246_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,246.0,b,1880.8666666666666
office18_660_82_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,a,1467.7383333333332
office18_660_82_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,a,1975.2833333333333
office18_660_82_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,a,1364.56
office18_660_82_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,a,2198.6316666666667
office18_660_82_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,82.0,a,1294.8783333333333
office18_660_82_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,b,1522.8266666666666
office18_660_82_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,b,828.9916666666667
office18_660_82_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,b,721.5783333333334
office18_660_82_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,660.0,82.0,b,1355.7983333333334
office18_660_82_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,660.0,82.0,b,1547.54
office18_960_0_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,0.0,off,1317.9566666666667
office18_960_0_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,0.0,off,988.7083333333334
office18_960_0_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,0.0,off,953.2116666666667
office18_960_0_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,960.0,0.0,off,1997.6533333333334
office18_960_0_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,960.0,0.0,off,1507.9433333333334
office18_960_164_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,a,1875.87
office18_960_164_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,a,2220.105
office18_960_164_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,a,660.0916666666667
office18_960_164_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,a,2085.016666666667
office18_960_164_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,960.0,164.0,a,933.935
office18_960_164_bout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,b,1796.685
office18_960_164_bout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,b,596.3583333333333
office18_960_164_bout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,b,974.9
office18_960_164_bout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,960.0,164.0,b,1612.36
office18_960_164_bout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,960.0,164.0,b,1423.5
office18_960_246_aout_A,office18,3.61,4.016,90.0,1,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,246.0,a,1504.8766666666668
office18_960_246_aout_B,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,1,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,246.0,a,1307.72
office18_960_246_aout_C,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,1,4.76,0.985,270.0,0,6.21,0.985,270.0,0,9.0,5.0,960.0,246.0,a,671.37
office18_960_246_aout_D,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,1,6.21,0.985,270.0,0,9.0,5.0,960.0,246.0,a,1693.0316666666668
office18_960_246_aout_E,office18,3.61,4.016,90.0,0,5.06,4.016,90.0,0,3.31,0.985,270.0,0,4.76,0.985,270.0,0,6.21,0.985,270.0,1,9.0,5.0,960.0,246.0,a,956.97
