,office,1_x,1_y,1_angle,1_patient,2_x,2_y,2_angle,2_patient,3_x,3_y,3_angle,3_patient,4_x,4_y,4_angle,4_patient,5_x,5_y,5_angle,5_patient,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office17_0_164_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,0.0,164.0,b,3082.806666666667
office17_0_246_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,a,1981.9416666666666
office17_0_246_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,a,1337.06
office17_0_246_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,a,1325.3216666666667
office17_0_246_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,a,2591.7533333333336
office17_0_246_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,0.0,246.0,a,1918.9616666666666
office17_0_246_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,b,3333.0333333333333
office17_0_246_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,b,2755.0783333333334
office17_0_246_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,b,1678.1416666666667
office17_0_246_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,0.0,246.0,b,2520.9383333333335
office17_0_246_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,0.0,246.0,b,2173.1033333333335
office17_0_82_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,a,2374.4133333333334
office17_0_82_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,a,2395.245
office17_0_82_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,a,2809.6
office17_0_82_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,a,2253.4566666666665
office17_0_82_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,0.0,82.0,a,3307.12
office17_0_82_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,b,2042.9283333333333
office17_0_82_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,b,3160.826666666667
office17_0_82_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,b,2968.0033333333336
office17_0_82_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,0.0,82.0,b,1337.6916666666666
office17_0_82_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,0.0,82.0,b,3265.1683333333335
office17_360_0_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,0.0,off,3585.3216666666667
office17_360_0_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,0.0,off,1189.7733333333333
office17_360_0_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,0.0,off,2966.715
office17_360_0_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,0.0,off,1960.805
office17_360_0_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,0.0,off,1789.0033333333333
office17_360_164_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,a,2315.22
office17_360_164_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,a,1493.5366666666666
office17_360_164_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,a,2941.18
office17_360_164_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,a,3359.44
office17_360_164_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,164.0,a,1809.2416666666666
office17_360_164_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,b,2187.9216666666666
office17_360_164_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,b,2030.7566666666667
office17_360_164_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,b,2285.6516666666666
office17_360_164_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,164.0,b,2642.115
office17_360_164_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,164.0,b,2752.4266666666667
office17_360_246_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,a,2519.0033333333336
office17_360_246_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,a,1642.6333333333334
office17_360_246_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,a,2483.1766666666667
office17_360_246_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,a,2705.915
office17_360_246_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,246.0,a,1499.6466666666668
office17_360_246_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,b,2434.241666666667
office17_360_246_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,b,1677.3816666666667
office17_360_246_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,b,1316.695
office17_360_246_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,246.0,b,2284.115
office17_360_246_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,246.0,b,2856.245
office17_360_82_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,a,3526.145
office17_360_82_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,a,1575.42
office17_360_82_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,a,2233.115
office17_360_82_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,a,2380.141666666667
office17_360_82_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,82.0,a,2564.8483333333334
office17_360_82_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,b,2344.6
office17_360_82_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,b,1606.7016666666666
office17_360_82_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,b,2066.125
office17_360_82_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,360.0,82.0,b,2329.4016666666666
office17_360_82_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,360.0,82.0,b,2268.03
office17_660_0_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,0.0,off,2708.82
office17_660_0_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,0.0,off,2972.83
office17_660_0_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,0.0,off,1879.67
office17_660_0_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,0.0,off,3362.485
office17_660_0_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,0.0,off,3099.0033333333336
office17_660_164_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,a,2042.2483333333332
office17_660_164_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,a,1788.8983333333333
office17_660_164_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,a,3710.165
office17_660_164_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,a,2957.0983333333334
office17_660_164_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,164.0,a,1825.0016666666668
office17_660_164_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,b,2830.4933333333333
office17_660_164_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,b,1893.365
office17_660_164_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,b,1905.2083333333333
office17_660_164_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,164.0,b,1587.4066666666668
office17_660_164_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,164.0,b,1887.3666666666666
office17_660_246_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,a,2389.045
office17_660_246_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,a,1941.87
office17_660_246_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,a,2281.4216666666666
office17_660_246_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,a,2457.3983333333335
office17_660_246_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,246.0,a,3056.5616666666665
office17_660_246_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,b,3297.0233333333335
office17_660_246_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,b,2330.641666666667
office17_660_246_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,b,2712.6133333333332
office17_660_246_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,246.0,b,1388.025
office17_660_246_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,246.0,b,2381.8816666666667
office17_660_82_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,a,3168.5833333333335
office17_660_82_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,a,2482.6516666666666
office17_660_82_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,a,2498.085
office17_660_82_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,a,3199.8866666666668
office17_660_82_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,82.0,a,3189.605
office17_660_82_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,b,3468.4533333333334
office17_660_82_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,b,2212.12
office17_660_82_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,b,2165.64
office17_660_82_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,660.0,82.0,b,2502.633333333333
office17_660_82_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,660.0,82.0,b,2412.3683333333333
office17_960_0_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,0.0,off,1775.8083333333334
office17_960_0_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,0.0,off,1586.6966666666667
office17_960_0_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,0.0,off,2019.06
office17_960_0_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,0.0,off,1966.835
office17_960_0_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,0.0,off,2084.641666666667
office17_960_164_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,a,2164.885
office17_960_164_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,a,1755.6683333333333
office17_960_164_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,a,2880.4166666666665
office17_960_164_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,a,2230.9
office17_960_164_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,164.0,a,1597.7466666666667
office17_960_164_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,b,2338.175
office17_960_164_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,b,1793.5633333333333
office17_960_164_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,b,2715.56
office17_960_164_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,164.0,b,1544.52
office17_960_164_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,164.0,b,1929.2416666666666
office17_960_246_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,a,3320.5383333333334
office17_960_246_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,a,2312.295
office17_960_246_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,a,1973.1166666666666
office17_960_246_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,a,1994.8883333333333
office17_960_246_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,246.0,a,1861.27
office17_960_246_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,b,3091.03
office17_960_246_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,b,2050.3116666666665
office17_960_246_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,b,2353.7883333333334
office17_960_246_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,246.0,b,1327.5666666666666
office17_960_246_bout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,246.0,b,2385.9366666666665
office17_960_82_aout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,a,1868.5416666666667
office17_960_82_aout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,a,1322.0566666666666
office17_960_82_aout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,a,2190.795
office17_960_82_aout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,a,1949.7116666666666
office17_960_82_aout_E,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,1,9.0,5.0,960.0,82.0,a,2124.465
office17_960_82_bout_A,office17,6.755,1.115,90.0,1,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,b,2483.4883333333332
office17_960_82_bout_B,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,1,7.735,4.04,180.0,0,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,b,1922.81
office17_960_82_bout_C,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,1,5.816,4.44,0.0,0,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,b,2660.576666666667
office17_960_82_bout_D,office17,6.755,1.115,90.0,0,7.735,2.59,180.0,0,7.735,4.04,180.0,0,5.816,4.44,0.0,1,5.816,2.99,0.0,0,9.0,5.0,960.0,82.0,b,2510.4183333333335
