,office,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office25_660_164_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,164.0,a,1227.448666666667
office25_660_164_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,164.0,b,1086.3073333333332
office25_660_246_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,246.0,a,1049.4546666666668
office25_660_246_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,246.0,b,846.025
office25_660_82_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,82.0,a,1057.2826666666667
office25_660_82_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,660.0,82.0,b,834.355
office25_960_0,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,0.0,off,1020.792
office25_960_164_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,164.0,a,1069.2383333333332
office25_960_164_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,164.0,b,1018.4876666666668
office25_960_246_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,246.0,a,1357.758
office25_960_246_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,246.0,b,1138.1413333333337
office25_960_82_aout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,82.0,a,1233.66
office25_960_82_bout,office25,3.06,2.616,90.0,5.06,2.616,90.0,2.44,0.984,270.0,4.44,0.984,270.0,6.44,0.984,270.0,8.5,6.5,960.0,82.0,b,1047.155
office26_0_0,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,0.0,off,2108.639666666667
office26_0_164_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,164.0,a,1954.175
office26_0_164_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,164.0,b,2569.3016666666667
office26_0_246_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,246.0,a,1644.5906666666665
office26_0_246_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,246.0,b,2095.7406666666666
office26_0_82_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,82.0,a,1670.609333333333
office26_0_82_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,0.0,82.0,b,1968.506
office26_360_0,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,0.0,off,1872.786
office26_360_164_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,164.0,a,2694.435
office26_360_164_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,164.0,b,2944.2166666666667
office26_360_246_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,246.0,a,2302.268333333333
office26_360_246_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,246.0,b,2579.762
office26_360_82_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,82.0,a,2403.5953333333337
office26_360_82_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,360.0,82.0,b,2350.501
office26_660_0,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,0.0,off,2470.717666666667
office26_660_164_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,164.0,a,2337.2180000000003
office26_660_164_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,164.0,b,2443.071333333333
office26_660_246_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,246.0,a,2691.483333333333
office26_660_246_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,246.0,b,2723.168333333333
office26_660_82_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,82.0,a,2352.1216666666664
office26_660_82_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,660.0,82.0,b,2537.13
office26_960_0,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,0.0,off,2600.924
office26_960_164_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,164.0,a,2051.456333333333
office26_960_164_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,164.0,b,2300.051333333333
office26_960_246_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,246.0,a,2612.1466666666665
office26_960_246_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,246.0,b,2300.91
office26_960_82_aout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,82.0,a,2256.0270000000005
office26_960_82_bout,office26,6.066,2.39,0.0,6.066,0.94,0.0,1.766,4.39,0.0,1.766,2.94,0.0,1.766,0.94,0.0,8.5,6.5,960.0,82.0,b,2515.391666666667
office27_0_0,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,0.0,off,1705.0673333333332
office27_0_164_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,164.0,a,1677.6923333333332
office27_0_164_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,164.0,b,1446.994333333333
office27_0_246_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,246.0,a,1415.708
office27_0_246_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,246.0,b,1516.6723333333334
office27_0_82_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,82.0,a,2134.8103333333333
office27_0_82_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,0.0,82.0,b,1661.3183333333334
office27_360_0,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,0.0,off,2086.5316666666668
office27_360_164_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,164.0,a,2120.161
office27_360_164_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,164.0,b,3021.119333333333
office27_360_246_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,246.0,a,2354.086333333333
office27_360_246_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,246.0,b,2386.497
office27_360_82_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,82.0,a,2298.1666666666665
office27_360_82_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,360.0,82.0,b,2228.457
office27_660_0,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,0.0,off,2626.044
office27_660_164_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,164.0,a,2617.6053333333334
office27_660_164_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,164.0,b,3023.859
office27_660_246_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,246.0,a,2567.547666666667
office27_660_246_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,246.0,b,2856.2143333333333
office27_660_82_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,82.0,a,2369.970666666667
office27_660_82_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,660.0,82.0,b,2306.2256666666667
office27_960_0,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,0.0,off,2044.039
office27_960_164_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,164.0,a,2383.3686666666667
office27_960_164_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,164.0,b,3067.717
office27_960_246_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,246.0,a,2303.053
office27_960_246_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,246.0,b,2485.605
office27_960_82_aout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,82.0,a,2062.740333333333
office27_960_82_bout,office27,2.44,3.584,270.0,6.44,3.584,270.0,2.44,1.834,270.0,4.44,1.834,270.0,6.44,1.834,270.0,8.5,6.5,960.0,82.0,b,2057.833333333333
office28_0_0,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,0.0,off,2601.845
office28_0_164_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,164.0,a,2615.552333333333
office28_0_164_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,164.0,b,2728.257666666667
office28_0_246_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,246.0,a,2710.6596666666665
office28_0_246_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,246.0,b,2821.262666666667
office28_0_82_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,82.0,a,2169.248
office28_0_82_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,0.0,82.0,b,2619.5033333333336
office28_360_0,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,0.0,off,1676.3026666666667
office28_360_164_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,164.0,a,1694.602
office28_360_164_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,164.0,b,2302.7560000000003
office28_360_246_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,246.0,a,1778.101
office28_360_246_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,246.0,b,1797.100666666667
office28_360_82_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,82.0,a,1737.1733333333334
office28_360_82_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,360.0,82.0,b,2153.998
office28_660_0,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,0.0,off,1300.3626666666669
office28_660_164_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,164.0,a,1797.5696666666663
office28_660_164_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,164.0,b,1930.6016666666667
office28_660_246_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,246.0,a,2090.1606666666667
office28_660_246_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,246.0,b,2449.8016666666667
office28_660_82_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,82.0,a,1765.6486666666665
office28_660_82_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,660.0,82.0,b,2274.8373333333334
office28_960_0,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,0.0,off,1610.1336666666666
office28_960_164_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,164.0,a,1706.4773333333333
office28_960_164_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,164.0,b,1673.8576666666668
office28_960_246_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,246.0,a,1177.4256666666668
office28_960_246_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,246.0,b,1829.9390000000003
office28_960_82_aout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,82.0,a,1573.189
office28_960_82_bout,office28,1.265,3.82,0.0,2.93,2.84,90.0,4.38,2.84,90.0,4.42,4.76,270.0,2.97,4.76,270.0,9.5,6.0,960.0,82.0,b,1942.9306666666664
office30_0_0,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,0.0,off,1806.842666666667
office30_0_164_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,164.0,a,2311.387
office30_0_164_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,164.0,b,1950.0283333333332
office30_0_246_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,246.0,a,1698.2279999999998
office30_0_246_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,246.0,b,2503.211333333333
office30_0_82_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,82.0,a,1434.7486666666666
office30_0_82_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,0.0,82.0,b,2235.491
office30_360_0,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,0.0,off,2589.5866666666666
office30_360_164_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,164.0,a,1893.9953333333333
office30_360_164_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,164.0,b,1894.499
office30_360_246_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,246.0,a,2594.6403333333333
office30_360_246_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,246.0,b,2260.78
office30_360_82_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,82.0,a,2655.5866666666666
office30_360_82_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,360.0,82.0,b,1970.9283333333333
office30_660_0,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,0.0,off,1884.2896666666668
office30_660_164_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,164.0,a,1821.804
office30_660_164_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,164.0,b,1791.846333333333
office30_660_246_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,246.0,a,1917.044666666667
office30_660_246_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,246.0,b,2036.6206666666665
office30_660_82_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,82.0,a,1929.74
office30_660_82_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,660.0,82.0,b,2525.359
office30_960_0,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,0.0,off,1822.154
office30_960_164_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,164.0,a,2259.141666666667
office30_960_164_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,164.0,b,2365.3969999999995
office30_960_246_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,246.0,a,1768.36
office30_960_246_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,246.0,b,1763.4943333333335
office30_960_82_aout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,82.0,a,1987.4843333333336
office30_960_82_bout,office30,5.83,5.015,90.0,7.28,5.015,90.0,8.73,5.015,90.0,7.32,3.235,270.0,8.77,3.235,270.0,9.5,6.0,960.0,82.0,b,1833.4670000000003
office31_0_0,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,0.0,off,2166.089
office31_0_164_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,164.0,a,2178.092333333333
office31_0_164_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,164.0,b,1712.7703333333332
office31_0_246_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,246.0,a,2230.7506666666663
office31_0_246_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,246.0,b,2292.9860000000003
office31_0_82_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,82.0,a,2470.0473333333334
office31_0_82_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,0.0,82.0,b,2273.0056666666665
office31_360_0,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,0.0,off,2015.5353333333337
office31_360_164_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,164.0,a,2204.398333333333
office31_360_164_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,164.0,b,2570.286666666667
office31_360_246_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,246.0,a,2091.52
office31_360_246_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,246.0,b,1770.7103333333332
office31_360_82_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,82.0,a,2337.101333333334
office31_360_82_bout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,360.0,82.0,b,2570.6383333333333
office31_660_0,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,0.0,off,2264.8863333333334
office31_660_164_aout,office31,2.465,5.27,0.0,2.465,2.37,0.0,0.985,5.23,180.0,0.985,3.78,180.0,0.985,2.33,180.0,9.5,6.0,660.0,164.0,a,1667.8346666666666
