,office,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office10_360_82_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,82.0,b,905.76
office10_660_0,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,0.0,off,513.9513333333333
office10_660_164_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,164.0,a,840.678
office10_660_164_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,164.0,b,632.761
office10_660_246_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,246.0,a,1173.2253333333333
office10_660_246_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,246.0,b,722.5063333333334
office10_660_82_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,82.0,a,876.0793333333332
office10_660_82_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,660.0,82.0,b,764.6080000000001
office10_960_0,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,0.0,off,1200.2510000000002
office10_960_164_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,164.0,a,1019.8363333333334
office10_960_164_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,164.0,b,1001.9276666666666
office10_960_246_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,246.0,a,1196.1923333333332
office10_960_246_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,246.0,b,1200.7693333333334
office10_960_82_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,82.0,a,1141.7216666666666
office10_960_82_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,960.0,82.0,b,1270.4546666666668
office11_0_0,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,0.0,off,2268.932333333333
office11_0_164_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,164.0,a,2147.5910000000003
office11_0_164_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,164.0,b,1691.6293333333335
office11_0_246_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,246.0,a,2458.2163333333333
office11_0_246_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,246.0,b,1704.6566666666668
office11_0_82_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,82.0,a,2585.016333333333
office11_0_82_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,0.0,82.0,b,1558.8339999999998
office11_360_0,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,0.0,off,1103.3606666666667
office11_360_164_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,164.0,a,1429.683
office11_360_164_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,164.0,b,1405.6356666666668
office11_360_246_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,246.0,a,1288.6576666666667
office11_360_246_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,246.0,b,1507.9509999999998
office11_360_82_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,82.0,a,1358.236666666667
office11_360_82_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,360.0,82.0,b,1007.321
office11_660_0,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,0.0,off,1194.5003333333332
office11_660_164_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,164.0,a,1629.088
office11_660_164_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,164.0,b,1591.4076666666667
office11_660_246_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,246.0,a,1115.3539999999998
office11_660_246_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,246.0,b,1935.8920000000005
office11_660_82_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,82.0,a,1502.8633333333332
office11_660_82_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,660.0,82.0,b,1341.5406666666668
office11_960_0,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,0.0,off,1070.6629999999998
office11_960_164_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,164.0,a,1457.4303333333332
office11_960_164_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,164.0,b,1526.8333333333333
office11_960_246_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,246.0,a,1185.05
office11_960_246_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,246.0,b,1542.641
office11_960_82_aout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,82.0,a,1375.1193333333335
office11_960_82_bout,office11,2.705,1.265,90.0,3.685,2.74,180.0,3.685,4.19,180.0,1.766,4.59,0.0,1.766,3.14,0.0,7.0,6.0,960.0,82.0,b,1077.2653333333333
office12_0_0,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,0.0,off,1676.1496666666665
office12_0_164_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,164.0,a,1641.4436666666666
office12_0_164_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,164.0,b,1742.8733333333334
office12_0_246_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,246.0,a,1795.6729999999998
office12_0_246_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,246.0,b,1470.6533333333334
office12_0_82_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,82.0,a,1807.5786666666663
office12_0_82_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,0.0,82.0,b,1449.081
office12_360_0,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,0.0,off,1662.0036666666665
office12_360_164_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,164.0,a,1985.737
office12_360_164_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,164.0,b,1816.0783333333331
office12_360_246_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,246.0,a,1352.4443333333334
office12_360_246_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,246.0,b,1590.8196666666668
office12_360_82_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,82.0,a,2105.211333333333
office12_360_82_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,360.0,82.0,b,1711.186
office12_660_0,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,0.0,off,1990.7843333333333
office12_660_164_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,164.0,a,1945.996333333333
office12_660_164_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,164.0,b,1688.348
office12_660_246_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,246.0,a,1846.0966666666664
office12_660_246_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,246.0,b,1609.7513333333334
office12_660_82_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,82.0,a,1805.118666666667
office12_660_82_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,660.0,82.0,b,1869.8676666666668
office12_960_0,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,0.0,off,1584.189
office12_960_164_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,164.0,a,1754.667333333333
office12_960_164_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,164.0,b,1686.4646666666667
office12_960_246_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,246.0,a,1947.5186666666664
office12_960_246_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,246.0,b,1801.4376666666665
office12_960_82_aout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,82.0,a,1564.737
office12_960_82_bout,office12,6.016,4.59,0.0,6.016,1.69,0.0,0.984,4.21,180.0,0.984,2.76,180.0,0.984,1.31,180.0,7.0,6.0,960.0,82.0,b,1556.5543333333333
office13_0_0,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,0.0,off,1212.9383333333333
office13_0_164_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,164.0,a,1106.618333333333
office13_0_164_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,164.0,b,1286.091
office13_0_246_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,246.0,a,1398.0279999999998
office13_0_246_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,246.0,b,1537.4143333333334
office13_0_82_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,82.0,a,1491.2289999999998
office13_0_82_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,0.0,82.0,b,1559.8263333333334
office13_360_0,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,0.0,off,1232.8089999999995
office13_360_164_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,164.0,a,1540.1023333333333
office13_360_164_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,164.0,b,1745.7246666666665
office13_360_246_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,246.0,a,1337.8793333333333
office13_360_246_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,246.0,b,1680.93
office13_360_82_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,82.0,a,1445.9766666666665
office13_360_82_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,360.0,82.0,b,1492.272333333333
office13_660_0,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,0.0,off,1436.3233333333333
office13_660_164_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,164.0,a,1292.582666666667
office13_660_164_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,164.0,b,1162.9213333333332
office13_660_246_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,246.0,a,1297.7993333333334
office13_660_246_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,246.0,b,1514.2216666666666
office13_660_82_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,82.0,a,1402.3603333333335
office13_660_82_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,660.0,82.0,b,1304.5760000000002
office13_960_0,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,0.0,off,1618.664
office13_960_164_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,164.0,a,1643.313666666667
office13_960_164_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,164.0,b,1407.7786666666666
office13_960_246_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,246.0,a,1729.557
office13_960_246_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,246.0,b,1332.6946666666668
office13_960_82_aout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,82.0,a,1702.2626666666663
office13_960_82_bout,office13,0.56,5.016,90.0,2.01,5.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,7.0,6.0,960.0,82.0,b,1740.9813333333334
office14_0_0,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,0.0,off,2211.0129999999995
office14_0_164_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,164.0,a,2407.660666666667
office14_0_164_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,164.0,b,2206.5403333333334
office14_0_246_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,246.0,a,2113.185
office14_0_246_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,246.0,b,3114.2286666666664
office14_0_82_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,82.0,a,2553.006
office14_0_82_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,0.0,82.0,b,2972.8816666666667
office14_360_0,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,0.0,off,1613.164
office14_360_164_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,164.0,a,1948.75
office14_360_164_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,164.0,b,1563.9036666666666
office14_360_246_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,246.0,a,1652.9456666666667
office14_360_246_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,246.0,b,1873.9843333333336
office14_360_82_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,82.0,a,1886.885
office14_360_82_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,360.0,82.0,b,1963.255
office14_660_0,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,0.0,off,1514.0656666666664
office14_660_164_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,164.0,a,1168.9003333333335
office14_660_164_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,164.0,b,1349.7330000000002
office14_660_246_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,246.0,a,1615.4536666666663
office14_660_246_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,246.0,b,1220.167
office14_660_82_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,82.0,a,1384.7733333333333
office14_660_82_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,660.0,82.0,b,1291.243333333333
office14_960_0,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,0.0,off,1508.369
office14_960_164_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,164.0,a,1081.189
office14_960_164_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,164.0,b,1180.738
office14_960_246_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,246.0,a,1605.4150000000002
office14_960_246_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,246.0,b,1356.9906666666668
office14_960_82_aout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,82.0,a,1107.5653333333332
office14_960_82_bout,office14,1.91,3.166,90.0,3.36,3.166,90.0,1.91,1.266,90.0,3.36,1.266,90.0,4.81,1.266,90.0,7.0,6.0,960.0,82.0,b,1520.3270000000002
office15_0_0,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,0.0,off,2381.592333333333
office15_0_164_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,164.0,a,3397.143666666667
office15_0_164_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,164.0,b,2734.5616666666665
office15_0_246_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,246.0,a,4004.831
office15_0_246_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,246.0,b,2530.4043333333334
office15_0_82_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,82.0,a,2804.3543333333337
office15_0_82_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,0.0,82.0,b,2192.98
office15_360_0,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,0.0,off,1830.5246666666665
office15_360_164_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,164.0,a,1617.2603333333334
office15_360_164_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,164.0,b,1861.3363333333332
office15_360_246_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,246.0,a,2107.470333333333
office15_360_246_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,246.0,b,1881.2093333333332
office15_360_82_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,82.0,a,1299.1403333333333
